year,game,prizepool,tournaments,players
2014,WarCraft III,"$215,181.80",29,47
2014,Super Smash Bros. Melee,"$168,394.13",270,364
2014,Ultra Street Fighter IV,"$162,631.79",79,96
2014,Attack on Titan Tribute Game,"$139,063.53",19,42
2014,Battlefield 4,"$128,323.18",67,74
2014,Call of Duty: Advanced Warfare,"$126,947.81",40,127
2014,Magic: The Gathering Online,"$116,000.00",1,16
2014,KartRider,"$106,712.00",2,33
2014,Halo 2 Anniversary,"$90,037.60",7,57
2014,Counter-Strike Online,"$78,688.00",2,15
2014,Point Blank,"$78,000.00",4,57
2014,Team Fortress 2,"$72,949.72",16,110
2014,FIFA 14,"$67,660.28",50,52
2014,Quake Live,"$64,563.87",81,80
2014,Guild Wars 2,"$60,075.36",19,60
2014,Age of Empires II,"$54,558.71",23,130
2014,StarCraft: Brood War,"$53,601.35",16,32
2014,Project M,"$53,150.21",107,208
2014,Super Street Fighter IV Arcade Edition,"$39,044.63",52,68
2014,BlazBlue: Chronophantasma,"$36,535.00",10,50
2014,S.K.I.L.L. - Special Force 2,"$35,929.65",3,10
2014,iRacing.com,"$30,500.00",2,8
2014,Pro Evolution Soccer 2014,"$29,410.25",1,4
2014,Tekken Tag Tournament 2,"$27,583.40",51,73
2014,Killer Instinct (2013),"$22,399.80",12,43
2014,Halo 4,"$18,950.00",3,16
2014,Ultimate Marvel vs. Capcom 3,"$17,570.01",32,71
2014,Super Smash Bros. Brawl,"$16,629.31",33,80
2014,TrackMania 2: Stadium,"$16,414.15",17,56
2014,ShootMania Storm,"$15,000.00",2,9
2014,Injustice: Gods Among Us,"$14,900.00",44,56
2014,FIFA 15,"$14,808.90",55,38
2014,King of Fighters XIII,"$14,444.40",12,51
2014,Heroes of the Storm,"$14,257.50",19,47
2014,Halo 3,"$10,140.23",4,21
2014,Super Smash Bros. for Wii U,"$9,521.65",17,64
2014,Call of Duty 4: Modern Warfare,"$6,028.93",3,0
2014,Age of Mythology,"$4,259.00",8,16
2014,Age of Empires,"$3,740.00",3,24
2014,rFactor 2,"$3,545.13",1,30
2014,Super Smash Bros.,"$3,073.00",8,28
2014,NHL 14,"$3,023.96",3,6
2014,Chess.com,"$2,999.99",3,17
2014,Divekick,"$1,700.00",3,9
2014,Counter-Strike,"$1,500.00",1,5
2014,TrackMania 2: Canyon,"$1,194.24",2,5
2014,Persona 4 Arena,$820.00,2,11
2014,Soul Calibur V,$635.00,5,32
2014,Street Fighter X Tekken,$520.00,7,35
2014,Capcom vs. SNK 2,$445.00,2,10
2014,Guilty Gear XX Accent Core Plus R,$440.00,7,41
2014,Under Night In-Birth EXE: Late,$320.00,6,16
2014,Xonotic,$315.73,1,20
2014,Marvel vs. Capcom 2,$200.00,2,11
2014,Dead or Alive 5 Ultimate,$0.00,5,33
2014,Just Dance 2014,$0.00,1,3
2014,Mortal Kombat 9,$0.00,3,21
2014,Persona 4 Arena Ultimax,$0.00,1,8
2014,Skullgirls Encore,$0.00,2,10
2014,Soul Calibur II HD Online,$0.00,2,14
2014,Street Fighter Alpha 3,$0.00,1,8
2014,Street Fighter III: 3rd Strike,$0.00,2,11
2014,Super Street Fighter II Turbo,$0.00,4,23
2014,Virtua Fighter 5 Final Showdown,$0.00,2,16
2015,Dota 2,"$31,050,786.86",227,983
2015,League of Legends,"$7,718,307.16",311,1902
2015,Counter-Strike: Global Offensive,"$6,284,970.14",707,3019
2015,SMITE,"$3,709,088.73",42,252
2015,StarCraft II,"$3,017,759.24",690,501
2015,Call of Duty: Advanced Warfare,"$2,484,861.12",365,758
2015,Heroes of the Storm,"$2,470,686.83",286,666
2015,Hearthstone,"$2,372,583.73",251,563
2015,World of Tanks,"$1,203,054.52",20,246
2015,Heroes of Newerth,"$810,839.41",76,259
2015,Ultra Street Fighter IV,"$642,578.64",123,148
2015,Super Smash Bros. Melee,"$514,706.42",533,557
2015,CrossFire,"$500,714.08",73,135
2015,World of WarCraft,"$470,948.70",20,82
2015,Halo 2 Anniversary,"$378,667.45",13,81
2015,Super Smash Bros. for Wii U,"$274,699.63",293,478
2015,Mortal Kombat X,"$232,922.43",40,65
2015,Attack on Titan Tribute Game,"$220,200.00",15,28
2015,WarCraft III,"$219,597.87",58,56
2015,Age of Empires II,"$203,606.83",18,231
2015,Vainglory,"$193,392.54",4,83
2015,H1Z1,"$173,328.00",2,20
2015,StarCraft: Brood War,"$153,783.67",55,81
2015,Point Blank,"$143,097.75",11,103
2015,Evolve,"$131,509.05",33,110
2015,FIFA 15,"$129,565.09",297,148
2015,Magic: The Gathering Online,"$116,000.00",1,16
2015,Guild Wars 2,"$115,930.14",34,39
2015,Blade & Soul,"$103,401.12",2,16
2015,Tekken 7,"$97,214.27",3,14
2015,S.K.I.L.L. - Special Force 2,"$91,548.95",16,65
2015,Battlefield 4,"$83,382.97",69,93
2015,Killer Instinct (2013),"$83,227.57",13,43
2015,Team Fortress 2,"$82,721.87",18,195
2015,Call of Duty: Black Ops III,"$77,597.45",23,145
2015,Project M,"$57,236.28",72,213
2015,KartRider,"$54,188.00",1,12
2015,Quake Live,"$49,091.89",41,51
2015,Counter-Strike Online,"$40,000.00",1,15
2015,iRacing.com,"$39,694.67",6,113
2015,Guilty Gear Xrd -SIGN-,"$30,335.66",28,69
2015,Halo 5: Guardians,"$28,490.94",7,35
2015,Pro Evolution Soccer 2015,"$26,544.76",1,3
2015,TrackMania 2: Stadium,"$24,265.77",15,33
2015,Rocket League,"$23,976.56",79,95
2015,FIFA 16,"$22,133.61",10,19
2015,Ultimate Marvel vs. Capcom 3,"$21,643.72",24,72
2015,Chess.com,"$20,859.98",16,69
2015,FIFA Online 3,"$20,124.00",2,8
2015,ShootMania Storm,"$17,028.67",4,14
2015,Persona 4 Arena Ultimax,"$16,528.16",10,41
2015,Super Street Fighter IV Arcade Edition,"$13,712.98",1,8
2015,Battlefield Hardline,"$13,463.28",1,20
2015,Age of Empires,"$12,939.00",9,26
2015,Super Smash Bros.,"$11,915.70",19,57
2015,Super Smash Bros. Brawl,"$9,890.00",7,43
2015,Grey Goo,"$6,000.00",3,12
2015,Call of Duty: Black Ops 2,"$5,000.00",1,4
2015,osu!,"$5,000.00",1,239
2015,Tekken Tag Tournament 2,"$4,606.44",11,29
2015,rFactor 2,"$4,135.99",1,34
2015,Skullgirls Encore,"$3,915.40",6,23
2015,Brawlhalla,"$3,710.00",13,48
2015,Dead or Alive 5: Last Round,"$3,709.24",7,28
2015,Overwatch,"$3,320.00",10,44
2015,NHL 15,"$3,157.16",3,3
2015,Call of Duty 4: Modern Warfare,"$2,703.33",1,0
2015,Gears of War 3,"$2,700.00",2,13
2015,NHL '94,"$2,691.20",2,16
2015,Project Cars,"$2,190.00",39,15
2015,Wolfenstein: Enemy Territory,"$2,107.30",1,18
2015,Age of Empires III,"$1,995.00",3,16
2015,Reflex,"$1,962.00",3,9
2015,Under Night In-Birth EXE: Late,"$1,695.76",8,25
2015,King of Fighters XIII,"$1,460.31",8,31
2015,Street Fighter III: 3rd Strike,"$1,224.86",4,10
2015,Divekick,"$1,110.00",2,5
2015,Shards of War,"$1,029.21",1,20
2015,Rising Thunder,"$1,000.00",1,3
2015,Tetris,"$1,000.00",1,4
2015,BlazBlue: Chronophantasma Extend,$944.21,5,15
2015,Soul Calibur V,$920.00,4,16
2015,Injustice: Gods Among Us,$870.00,3,8
2015,Splatoon,$770.00,3,3
2015,Street Fighter X Tekken,$600.00,2,6
2015,Age of Mythology,$556.00,3,4
2015,TrackMania 2: Canyon,$540.66,1,3
2015,Trackmania 2: Valley,$540.66,1,3
2015,BlazBlue: Chronophantasma,$485.58,5,24
2015,Legend of Glory,$472.66,1,0
2015,Nitroplus Blasterz: Heroines Infinite Duel,$464.00,1,3
2015,Super Street Fighter II Turbo,$328.69,2,6
2015,Unreal Tournament (2016),$314.63,2,9
2015,Mortal Kombat 9,$190.00,1,3
2015,Ultimate Mortal Kombat 3,$150.00,1,3
2015,Virtua Fighter 5 Final Showdown,$145.23,1,3
2015,Guilty Gear XX Accent Core Plus R,$120.00,2,10
2015,Capcom vs. SNK 2,$61.79,1,3
2015,Dengeki Bunko: Fighting Climax,$60.00,1,3
2015,QuakeWorld,$55.09,1,1
2015,Marvel vs. Capcom 2,$0.00,2,11
2015,Melty Blood: Actress Again,$0.00,1,8
2016,Dota 2,"$37,464,419.92",154,896
2016,Counter-Strike: Global Offensive,"$17,266,132.50",861,4408
2016,League of Legends,"$10,529,309.95",183,1618
2016,Heroes of the Storm,"$4,663,149.10",63,388
2016,Call of Duty: Black Ops III,"$3,862,185.84",55,365
2016,Hearthstone,"$3,455,125.46",134,582
2016,Halo 5: Guardians,"$3,411,240.03",36,176
2016,StarCraft II,"$3,182,918.35",651,413
2016,Overwatch,"$1,996,942.76",261,1203
2016,SMITE,"$1,638,242.04",21,316
2016,CrossFire,"$887,159.96",20,152
2016,Street Fighter V,"$885,528.88",63,143
2016,FIFA Online 3,"$835,082.40",3,35
2016,Super Smash Bros. Melee,"$674,499.14",750,757
2016,Gears of War 4,"$501,285.00",16,77
2016,World of Tanks,"$482,000.00",3,38
2016,World of WarCraft,"$453,000.00",4,72
2016,Rocket League,"$437,430.81",319,280
2016,Super Smash Bros. for Wii U,"$429,999.07",283,577
2016,Vainglory,"$424,628.65",21,165
2016,WarCraft III,"$419,963.19",108,93
2016,Arena of Valor,"$354,141.38",2,25
2016,Rainbow Six Siege,"$320,680.03",26,123
2016,Guild Wars 2,"$300,000.00",4,100
2016,Mortal Kombat X,"$290,129.99",21,45
2016,H1Z1,"$267,244.00",2,18
2016,Heroes of Newerth,"$246,433.55",24,101
2016,Clash Royale,"$228,859.56",7,33
2016,Gears of War: Ultimate Edition,"$170,000.00",3,39
2016,Attack on Titan Tribute Game,"$157,000.00",10,20
2016,Blade & Soul,"$156,182.40",2,28
2016,Point Blank,"$145,000.00",2,74
2016,KartRider,"$144,234.00",3,19
2016,MechWarrior Online,"$143,490.00",1,0
2016,Call of Duty: Infinite Warfare,"$125,020.99",4,56
2016,Magic: The Gathering Online,"$104,000.00",1,13
2016,Paladins,"$104,000.00",2,26
2016,Mortal Kombat XL,"$100,941.39",7,24
2016,Madden NFL 2017,"$100,000.00",1,16
2016,FIFA 16,"$95,694.50",18,54
2016,Brawlhalla,"$78,931.09",68,117
2016,Team Fortress 2,"$78,899.83",21,226
2016,Tekken 7,"$78,599.54",16,66
2016,StarCraft: Brood War,"$75,767.76",13,32
2016,Age of Empires,"$62,321.80",20,99
2016,Age of Empires II,"$56,071.14",39,130
2016,Killer Instinct (2013),"$55,479.59",12,44
2016,Madden NFL 2016,"$50,000.00",1,8
2016,iRacing.com,"$47,319.88",8,134
2016,Uncharted 4: A Thief's End,"$46,235.07",1,5
2016,Pokkén Tournament,"$40,381.66",10,38
2016,Counter-Strike Online,"$40,000.00",1,15
2016,Old School Runescape,"$40,000.00",4,4
2016,Forza Motorsport 6,"$39,850.00",7,34
2016,Project M,"$38,048.66",48,162
2016,Project Cars,"$33,455.00",49,30
2016,Grey Goo,"$30,400.00",2,16
2016,FIFA 17,"$30,305.99",4,41
2016,Guilty Gear Xrd -REVELATOR-,"$28,899.49",11,47
2016,Quake Live,"$28,002.76",25,14
2016,Pro Evolution Soccer 2016,"$27,243.84",6,17
2016,QuakeWorld,"$25,000.00",1,16
2016,Chess.com,"$23,859.98",22,81
2016,Ultimate Marvel vs. Capcom 3,"$18,501.06",25,45
2016,Super Smash Bros.,"$18,200.77",33,77
2016,Battlerite,"$12,881.74",38,55
2016,TrackMania 2: Stadium,"$12,386.52",15,29
2016,Ultra Street Fighter IV,"$8,546.61",15,42
2016,osu!,"$8,120.00",3,429
2016,Metal Gear Online,"$8,000.00",8,37
2016,Guilty Gear Xrd -SIGN-,"$7,110.00",10,25
2016,Battlefield 4,"$6,070.68",3,40
2016,King of Fighters XIV,"$5,318.49",4,19
2016,Skullgirls Encore,"$5,240.00",5,15
2016,Age of Mythology,"$5,114.00",8,23
2016,rFactor 2,"$4,723.91",1,30
2016,Pro Evolution Soccer 2017,"$4,697.71",11,23
2016,Super Smash Bros. Brawl,"$4,500.54",13,38
2016,BlazBlue: Chronophantasma Extend,"$3,974.56",6,16
2016,Under Night In-Birth EXE: Late,"$3,050.00",7,19
2016,BlazBlue: Central Fiction,"$2,836.51",2,11
2016,Tekken Tag Tournament 2,"$2,520.00",4,13
2016,Age of Empires III,"$2,120.00",6,12
